1,1.882,325.0,-195.4,0
85,0.001,324.328,-195.387,0.6721257322852878
89,0.001,323.52,-195.368,1.480349092501997
92,0.002,322.767,-195.349,2.233588762195501
95,0.002,321.947,-195.328,3.053857620558409
98,0.002,321.048,-195.304,3.953177919450857
100,0.002,320.383,-195.291,4.618304974982375
102,0.001,319.666,-195.278,5.33542281746015
104,0.001,318.894,-195.265,6.10753226566033
106,0.001,318.072,-195.252,6.929635057286781
108,0.002,317.228,-195.239,7.773735169832674
110,0.002,316.395,-195.227,8.606821599922641
112,0.002,315.584,-195.218,9.417871536732925
114,0.002,314.79,-195.21,10.21191183797712
116,0.002,314.001,-195.204,11.00093465133556
118,0.002,313.203,-195.198,11.798957207407758
120,0.002,312.392,-195.192,12.609979401925248
122,0.002,311.576,-195.187,13.42599472040889
124,0.002,310.763,-195.182,14.239010095417305
126,0.002,309.956,-195.179,15.046015671606177
128,0.002,309.154,-195.176,15.84802128255914
130,0.002,308.353,-195.173,16.649026900516954
132,0.002,307.547,-195.171,17.455029381902698
134,0.002,306.739,-195.169,18.26303185714648
136,0.002,305.93,-195.167,19.072034329330556
138,0.002,305.122,-195.165,19.88003680457428
140,0.002,304.316,-195.164,20.686037424921476
142,0.002,303.511,-195.163,21.4910380460392
144,0.002,302.705,-195.162,22.297038666386396
146,0.002,301.899,-195.161,23.103039286733534
148,0.002,301.092,-195.161,23.91003928673355
150,0.002,300.284,-195.16,24.718039905545186
152,0.002,299.478,-195.159,25.524040525892325
154,0.002,298.671,-195.159,26.33104052589234
156,0.002,297.865,-195.158,27.13704114623948
158,0.002,297.059,-195.158,27.943041146239462
160,0.002,296.252,-195.158,28.75004114623948
162,0.002,295.446,-195.157,29.556041766586617
164,0.002,294.639,-195.157,30.363041766586633
166,0.002,293.832,-195.157,31.17004176658665
168,0.002,293.026,-195.157,31.976041766586633
170,0.002,292.22,-195.156,32.782042386933774
172,0.002,291.413,-195.156,33.58904238693379
174,0.002,290.607,-195.156,34.395042386933774
176,0.002,289.8,-195.156,35.20204238693379
178,0.002,288.994,-195.156,36.008042386933774
180,0.002,288.187,-195.156,36.81504238693379
182,0.002,287.38,-195.156,37.622042386933806
184,0.002,286.574,-195.156,38.42804238693379
186,0.002,285.767,-195.156,39.235042386933806
188,0.002,284.961,-195.156,40.04104238693379
190,0.002,284.154,-195.156,40.848042386933805
192,0.002,283.348,-195.156,41.65404238693379
194,0.002,282.541,-195.156,42.461042386933805
196,0.002,281.735,-195.156,43.26704238693379
198,0.002,280.928,-195.156,44.074042386933804
200,0.002,280.122,-195.156,44.88004238693379
202,0.002,279.315,-195.156,45.687042386933804
204,0.002,278.509,-195.156,46.49304238693379
206,0.002,277.702,-195.156,47.300042386933804
208,0.002,276.895,-195.155,48.10704300651227
210,0.002,276.089,-195.155,48.913043006512254
212,0.002,275.282,-195.155,49.72004300651227
214,0.002,274.476,-195.155,50.52604300651225
216,0.002,273.669,-195.155,51.33304300651227
218,0.002,272.863,-195.154,52.13904362685941
220,0.002,272.056,-195.154,52.94604362685943
222,0.002,271.25,-195.154,53.75204362685941
224,0.002,270.443,-195.154,54.55904362685943
226,0.002,269.637,-195.154,55.36504362685941
228,0.002,268.83,-195.154,56.17204362685943
230,0.002,268.023,-195.154,56.97904362685939
232,0.002,267.217,-195.154,57.78504362685943
234,0.002,266.41,-195.154,58.592043626859386
236,0.002,265.604,-195.154,59.398043626859426
